idx,sentence,label,p_pos,pred,B_confidence,y_correct
225,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,0.9997407793998718,1,0.9997407793998718,1
226,"of course , by more objective measurements it 's still quite bad . ",0,0.00020474982738960534,0,0.9997952501726104,1
227,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,0.9998724460601807,1,0.9998724460601807,1
228,it provides an honest look at a community striving to anchor itself in new grounds . ,1,0.9998124241828918,1,0.9998124241828918,1
229,this movie seems to have been written using mad-libs . ,0,0.000573754427023232,0,0.9994262455729768,1
230,reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,0.35969141125679016,0,0.6403085887432098,0
231,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,0.999826967716217,1,0.999826967716217,1
232,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,0.00707863038405776,0,0.9929213696159422,1
233,i 'd have to say the star and director are the big problems here . ,0,0.0004374670097604394,0,0.9995625329902396,1
234,affleck and jackson are good sparring partners . ,1,0.9997979998588562,1,0.9997979998588562,1
235,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,0.9969412684440613,1,0.9969412684440613,1
236,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,0.9984208345413208,1,0.9984208345413208,1
237,a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,0.0005318857147358358,0,0.9994681142852642,1
238,"an occasionally funny , but overall limp , fish-out-of-water story . ",0,0.0005114782252348959,0,0.9994885217747651,1
239,brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,0.9998552799224854,1,0.9998552799224854,1
240,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,0.9976603984832764,1,0.9976603984832764,1
241,it appears that something has been lost in the translation to the screen . ,0,0.00025816194829531014,0,0.9997418380517047,1
242,it all feels like a monty python sketch gone horribly wrong . ,0,0.00021805941651109606,0,0.9997819405834889,1
243,the film tunes into a grief that could lead a man across centuries . ,1,0.03688351809978485,0,0.9631164819002151,0
244,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,0.9998823404312134,1,0.9998823404312134,1
245,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,0.9981143474578857,1,0.9981143474578857,1
246,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,0.999767005443573,1,0.999767005443573,1
247,"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,0.0003066600183956325,0,0.9996933399816044,1
248,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,0.03783890977501869,0,0.9621610902249813,0
249,huston nails both the glad-handing and the choking sense of hollow despair . ,1,0.849781334400177,1,0.849781334400177,1
250,one of the more intelligent children 's movies to hit theaters this year . ,1,0.999734103679657,1,0.999734103679657,1
251,the film tries too hard to be funny and tries too hard to be hip . ,0,0.0004157588118687272,0,0.9995842411881313,1
252,blanchett 's performance confirms her power once again . ,1,0.9998739957809448,1,0.9998739957809448,1
253,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,0.01122389268130064,0,0.9887761073186994,1
254,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,0.0002898141392506659,0,0.9997101858607493,1
255,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,0.0004808955127373338,0,0.9995191044872627,1
256,rarely has so much money delivered so little entertainment . ,0,0.0105014368891716,0,0.9894985631108284,1
257,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,0.0005688000819645822,0,0.9994311999180354,1
258,`` the time machine '' is a movie that has no interest in itself . ,0,0.00020145757298450917,0,0.9997985424270155,1
259,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,0.9997155070304871,1,0.9997155070304871,1
260,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,0.0006855168612673879,0,0.9993144831387326,1
261,"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,0.9997488856315613,1,0.9997488856315613,1
262,"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,0.0002675677533261478,0,0.9997324322466739,1
263,"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,0.99981290102005,1,0.99981290102005,1
264,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,0.0004441281780600548,0,0.99955587182194,1
265,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,0.00028838610160164535,0,0.9997116138983984,1
266,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,0.005161992274224758,0,0.9948380077257752,0
267,"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,0.024087337777018547,0,0.9759126622229815,1
268,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,0.00023352052085101604,0,0.999766479479149,1
269,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,0.0012790485052391887,0,0.9987209514947608,1
270,dense with characters and contains some thrilling moments . ,1,0.9998641014099121,1,0.9998641014099121,1
271,as unseemly as its title suggests . ,1,0.007830338552594185,0,0.9921696614474058,0
272,it 's like watching a nightmare made flesh . ,0,0.0022517635952681303,0,0.9977482364047319,1
273,"minority report is exactly what the title indicates , a report . ",1,0.14265881478786469,0,0.8573411852121353,0
274,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,0.9963465332984924,1,0.9963465332984924,0
275,"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,0.9998856782913208,1,0.9998856782913208,1
276,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,0.9974378347396851,1,0.9974378347396851,1
277,"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,0.99982750415802,1,0.99982750415802,1
278,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,0.0007675666129216552,0,0.9992324333870783,1
279,... with `` the bourne identity '' we return to the more traditional action genre . ,1,0.9951257109642029,1,0.9951257109642029,1
280,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,0.9998651742935181,1,0.9998651742935181,1
281,chokes on its own depiction of upper-crust decorum . ,0,0.0002795641194097698,0,0.9997204358805902,1
282,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,0.001322574564255774,0,0.9986774254357442,0
283,a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,0.9998757839202881,1,0.9998757839202881,1
284,directed in a paint-by-numbers manner . ,0,0.0021584918722510338,0,0.997841508127749,1
285,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,0.005854269023984671,0,0.9941457309760153,1
286,"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,0.9998302459716797,1,0.9998302459716797,1
287,"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,0.9998316764831543,1,0.9998316764831543,1
288,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,0.9997392296791077,1,0.9997392296791077,1
289,cool ? ,1,0.9966171383857727,1,0.9966171383857727,1
290,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,0.9998041987419128,1,0.9998041987419128,1
291,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,0.012230764143168926,0,0.9877692358568311,1
292,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,0.992749035358429,1,0.992749035358429,0
293,"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,0.9997825026512146,1,0.9997825026512146,1
294,"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,0.9994418025016785,1,0.9994418025016785,1
295,jones ... does offer a brutal form of charisma . ,1,0.9991148114204407,1,0.9991148114204407,1
296,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,0.0003963047929573804,0,0.9996036952070426,1
297,travels a fascinating arc from hope and euphoria to reality and disillusionment . ,1,0.998934805393219,1,0.998934805393219,1
298,serving sara does n't serve up a whole lot of laughs . ,0,0.00029574299696832895,0,0.9997042570030317,1
299,"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,0.9953573346138,1,0.9953573346138,1
300,"fun , flip and terribly hip bit of cinematic entertainment . ",1,0.9998618364334106,1,0.9998618364334106,1
301,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0,0.48396581411361694,0,0.5160341858863831,1
302,the wild thornberrys movie is a jolly surprise . ,1,0.9998781681060791,1,0.9998781681060791,1
303,"entertains by providing good , lively company . ",1,0.9998875856399536,1,0.9998875856399536,1
304,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ",1,0.9996515512466431,1,0.9996515512466431,1
305,what was once original has been co-opted so frequently that it now seems pedestrian . ,0,0.0009144468349404633,0,0.9990855531650595,1
306,the story and structure are well-honed . ,1,0.9998040795326233,1,0.9998040795326233,1
307,"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ",1,0.9998283386230469,1,0.9998283386230469,1
308,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ,1,0.9978646636009216,1,0.9978646636009216,1
309,the second coming of harry potter is a film far superior to its predecessor . ,1,0.9998064637184143,1,0.9998064637184143,1
310,"if you can stomach the rough content , it 's worth checking out for the performances alone . ",1,0.99977046251297,1,0.99977046251297,1
311,"a warm , funny , engaging film . ",1,0.9998806715011597,1,0.9998806715011597,1
312,i 'll bet the video game is a lot more fun than the film . ,0,0.9977486729621887,1,0.9977486729621887,0
313,the best film about baseball to hit theaters since field of dreams . ,1,0.9998617172241211,1,0.9998617172241211,1
314,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,0.999879002571106,1,0.999879002571106,1
315,"complete lack of originality , cleverness or even visible effort ",0,0.0002077471581287682,0,0.9997922528418712,1
316,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,0.9998847246170044,1,0.9998847246170044,1
317,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1,0.9998759031295776,1,0.9998759031295776,1
318,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0,0.006503262557089329,0,0.9934967374429107,1
319,too much of it feels unfocused and underdeveloped . ,0,0.0002327660477021709,0,0.9997672339522978,1
320,a deep and meaningful film . ,1,0.9998797178268433,1,0.9998797178268433,1
321,but it could have been worse . ,0,0.004774340894073248,0,0.9952256591059268,1
322,that 's pure pr hype . ,0,0.0026055460330098867,0,0.9973944539669901,1
323,a painfully funny ode to bad behavior . ,1,0.99700528383255,1,0.99700528383255,1
324,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",1,0.05030248314142227,0,0.9496975168585777,0
325,"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ",1,0.9998056292533875,1,0.9998056292533875,1
326,a beguiling splash of pastel colors and prankish comedy from disney . ,1,0.9994012117385864,1,0.9994012117385864,1
327,"it proves quite compelling as an intense , brooding character study . ",1,0.9997699856758118,1,0.9997699856758118,1
328,an unwise amalgam of broadcast news and vibes . ,0,0.011506261304020882,0,0.9884937386959791,1
329,"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",0,0.00020962089183740318,0,0.9997903791081626,1
330,and that leaves a hole in the center of the salton sea . ,0,0.0015853680670261383,0,0.9984146319329739,1
331,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,1,0.9996032118797302,1,0.9996032118797302,1
332,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,1,0.9728391170501709,1,0.9728391170501709,1
333,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",1,0.9984666109085083,1,0.9984666109085083,1
334,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ",1,0.9997727274894714,1,0.9997727274894714,1
335,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ",0,0.000931554299313575,0,0.9990684457006864,1
336,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ",1,0.9998632669448853,1,0.9998632669448853,1
337,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,0,0.0001903950033010915,0,0.9998096049966989,1
338,"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ",0,0.011552125215530396,0,0.9884478747844696,1
339,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,1,0.9997448325157166,1,0.9997448325157166,1
340,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",0,0.0021620544139295816,0,0.9978379455860704,1
341,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,1,0.9568809866905212,1,0.9568809866905212,1
342,"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ",0,0.0023226519115269184,0,0.9976773480884731,1
343,no way i can believe this load of junk . ,0,0.0002576497208792716,0,0.9997423502791207,1
344,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",1,0.999556839466095,1,0.999556839466095,1
345,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",1,0.9997206330299377,1,0.9997206330299377,1
346,"not only unfunny , but downright repellent . ",0,0.0039488524198532104,0,0.9960511475801468,1
347,"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . ",0,0.0002554598031565547,0,0.9997445401968434,1
348,just one bad idea after another . ,0,0.00026784188230521977,0,0.9997321581176948,1
349,... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,0,0.0029268250800669193,0,0.9970731749199331,1
350,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",0,0.002037865575402975,0,0.997962134424597,1
351,"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ",1,0.9998282194137573,1,0.9998282194137573,1
352,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ",1,0.999677300453186,1,0.999677300453186,1
353,"for movie lovers as well as opera lovers , tosca is a real treat . ",1,0.9998812675476074,1,0.9998812675476074,1
354,"the film is quiet , threatening and unforgettable . ",1,0.9996365308761597,1,0.9996365308761597,1
355,there is no pleasure in watching a child suffer . ,0,0.0006674269679933786,0,0.9993325730320066,1
356,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ",0,0.9715963006019592,1,0.9715963006019592,0
357,stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,0,0.00722545338794589,0,0.9927745466120541,1
358,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,1,0.010208601132035255,0,0.9897913988679647,0
359,"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . ",1,0.999652624130249,1,0.999652624130249,1
360,` easily my choice for one of the year 's best films . ' ,1,0.9997192025184631,1,0.9997192025184631,1
361,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",0,0.00019433634588494897,0,0.999805663654115,1
362,"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ",1,0.998489260673523,1,0.998489260673523,1
363,it 's a grab bag of genres that do n't add up to a whole lot of sense . ,0,0.00024322379613295197,0,0.999756776203867,1
364,"instead of hiding pinocchio from critics , miramax should have hidden it from everyone . ",0,0.003637574380263686,0,0.9963624256197363,1
365,"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . ",0,0.008257727138698101,0,0.9917422728613019,1
366,"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . ",1,0.999795138835907,1,0.999795138835907,1
367,there has always been something likable about the marquis de sade . ,1,0.999489426612854,1,0.999489426612854,1
368,"the humor is forced and heavy-handed , and occasionally simply unpleasant . ",0,0.0003836293763015419,0,0.9996163706236985,1
369,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ",1,0.9991181492805481,1,0.9991181492805481,1
370,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ",0,0.00027846041484735906,0,0.9997215395851526,1
371,"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . ",1,0.9988870024681091,1,0.9988870024681091,1
372,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system . ",1,0.9991909861564636,1,0.9991909861564636,1
373,not since freddy got fingered has a major release been so painful to sit through . ,0,0.00407161470502615,0,0.9959283852949739,1
374,"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ",0,0.00024445971939712763,0,0.9997555402806029,1
375,we have n't seen such hilarity since say it is n't so ! ,1,0.05534753575921059,0,0.9446524642407894,0
376,to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be . ,0,0.0003133346326649189,0,0.9996866653673351,1
377,nothing is sacred in this gut-buster . ,0,0.0009309580782428384,0,0.9990690419217572,1
378,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",0,0.00023243072791956365,0,0.9997675692720804,1
379,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0,0.0003887450147885829,0,0.9996112549852114,1
380,"at its worst , it implodes in a series of very bad special effects . ",0,0.00018900801660493016,0,0.9998109919833951,1
381,"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ",1,0.999751627445221,1,0.999751627445221,1
382,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,0,0.003054165979847312,0,0.9969458340201527,1
383,"a warm but realistic meditation on friendship , family and affection . ",1,0.9998738765716553,1,0.9998738765716553,1
384,"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",0,0.0004904659581370652,0,0.9995095340418629,1
385,"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ",0,0.055318329483270645,0,0.9446816705167294,1
386,it 's a remarkably solid and subtly satirical tour de force . ,1,0.9998778104782104,1,0.9998778104782104,1
387,director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,1,0.9998179078102112,1,0.9998179078102112,1
388,when leguizamo finally plugged an irritating character late in the movie . ,0,0.0007086924160830677,0,0.9992913075839169,1
389,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ",1,0.9928481578826904,1,0.9928481578826904,1
390,"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . ",0,0.00021137724979780614,0,0.9997886227502022,1
391,... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0,0.00042922113789245486,0,0.9995707788621075,1
392,"an overemphatic , would-be wacky , ultimately tedious sex farce . ",0,0.0003935101558454335,0,0.9996064898441546,1
393,it all adds up to good fun . ,1,0.9998838901519775,1,0.9998838901519775,1
394,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . ",1,0.999407172203064,1,0.999407172203064,1
395,another in-your-face wallow in the lower depths made by people who have never sung those blues . ,0,0.7810561060905457,1,0.7810561060905457,0
396,"a very well-made , funny and entertaining picture . ",1,0.9998832941055298,1,0.9998832941055298,1
397,"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children . ",1,0.9998564720153809,1,0.9998564720153809,1
398,"despite its title , punch-drunk love is never heavy-handed . ",1,0.9991305470466614,1,0.9991305470466614,1
399,"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . ",0,0.9336615204811096,1,0.9336615204811096,0
400,it 's refreshing to see a girl-power movie that does n't feel it has to prove anything . ,1,0.9969967603683472,1,0.9969967603683472,1
401,"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine ",1,0.9820699691772461,1,0.9820699691772461,1
402,"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . ",0,0.0011035751085728407,0,0.9988964248914272,1
403,as vulgar as it is banal . ,0,0.00023721830802969635,0,0.9997627816919703,1
404,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,1,0.999812662601471,1,0.999812662601471,1
405,"outer-space buffs might love this film , but others will find its pleasures intermittent . ",0,0.7707644701004028,1,0.7707644701004028,0
406,"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy . ",1,0.9991280436515808,1,0.9991280436515808,1
407,more whiny downer than corruscating commentary . ,0,0.0009408640908077359,0,0.9990591359091923,1
408,"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0,0.0009304131963290274,0,0.999069586803671,1
409,"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0,0.00018455162353347987,0,0.9998154483764665,1
410,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,1,0.9994850158691406,1,0.9994850158691406,1
411,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ",0,0.9368140697479248,1,0.9368140697479248,0
412,the movie 's accumulated force still feels like an ugly knot tightening in your stomach . ,0,0.01296665146946907,0,0.9870333485305309,1
413,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,0,0.0002509115438442677,0,0.9997490884561557,1
414,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ",1,0.9998284578323364,1,0.9998284578323364,1
415,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ",1,0.9998511075973511,1,0.9998511075973511,1
416,a giggle a minute . ,1,0.9996340274810791,1,0.9996340274810791,1
417,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . ",1,0.9997938275337219,1,0.9997938275337219,1
418,"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained . ",1,0.9984210729598999,1,0.9984210729598999,1
419,i 'm just too bored to care . ,0,0.0002011642645811662,0,0.9997988357354188,1
420,"one of the more irritating cartoons you will see this , or any , year . ",0,0.0010213913628831506,0,0.9989786086371168,1
421,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,1,0.9977983236312866,1,0.9977983236312866,1
422,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",1,0.6455401182174683,1,0.6455401182174683,1
423,i am sorry that i was unable to get the full brunt of the comedy . ,0,0.00030334858456626534,0,0.9996966514154337,1
424,a good piece of work more often than not . ,1,0.9998694658279419,1,0.9998694658279419,1
425,"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ",1,0.9995916485786438,1,0.9995916485786438,1
426,"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",1,0.9997621178627014,1,0.9997621178627014,1
427,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order ",1,0.9998067021369934,1,0.9998067021369934,1
428,"beautifully observed , miraculously unsentimental comedy-drama . ",1,0.999866247177124,1,0.999866247177124,1
429,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",0,0.0002297291357535869,0,0.9997702708642464,1
430,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . ",1,0.9998704195022583,1,0.9998704195022583,1
431,should have been someone else - ,0,0.0007665700395591557,0,0.9992334299604408,1
432,coughs and sputters on its own postmodern conceit . ,0,0.00031316408421844244,0,0.9996868359157816,1
433,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",1,0.999321699142456,1,0.999321699142456,1
434,almost gags on its own gore . ,0,0.005801618564873934,0,0.9941983814351261,1
435,a marvel like none you 've seen . ,1,0.9997344613075256,1,0.9997344613075256,1
436,"trite , banal , cliched , mostly inoffensive . ",0,0.00020833291637245566,0,0.9997916670836275,1
437,"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch . ",1,0.9998537302017212,1,0.9998537302017212,1
438,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ",1,0.9995505213737488,1,0.9995505213737488,1
439,yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,1,0.9998868703842163,1,0.9998868703842163,1
440,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",1,0.28134793043136597,0,0.718652069568634,0
441,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ",0,0.0044939639046788216,0,0.9955060360953212,1
442,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0,0.003463153727352619,0,0.9965368462726474,1
443,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ",1,0.9998610019683838,1,0.9998610019683838,1
444,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",0,0.022399870678782463,0,0.9776001293212175,1
445,"even in its most tedious scenes , russian ark is mesmerizing . ",1,0.9992427825927734,1,0.9992427825927734,1
446,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",0,0.9910390973091125,1,0.9910390973091125,0
447,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",1,0.9974048733711243,1,0.9974048733711243,1
448,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,0.7638489007949829,1,0.7638489007949829,1
449,oh come on . ,0,0.9850854873657227,1,0.9850854873657227,0
